2.116000000000000000e+04,1.683550000000000000e+05,9.898400000000000000e+04,7.135900000000000000e+04,1.489400000000000000e+04
5.797100000000000000e+04,7.741770000000000000e+05,3.267050000000000000e+05,2.124110000000000000e+05,3.992600000000000000e+04
3.122000000000000000e+04,4.497230000000000000e+05,1.798820000000000000e+05,9.507300000000000000e+04,1.955600000000000000e+04
3.067200000000000000e+04,1.735930000000000000e+05,7.737600000000000000e+04,4.515600000000000000e+04,1.792700000000000000e+04
3.347700000000000000e+04,3.741370000000000000e+05,1.653050000000000000e+05,1.319910000000000000e+05,2.361000000000000000e+04
5.384500000000000000e+04,3.586440000000000000e+05,2.294580000000000000e+05,4.982800000000000000e+04,3.301900000000000000e+04
1.291000000000000000e+03,5.011600000000000000e+04,3.846700000000000000e+04,3.563000000000000000e+04,5.510000000000000000e+03
1.854700000000000000e+04,1.776760000000000000e+05,7.391700000000000000e+04,1.742400000000000000e+04,1.304500000000000000e+04
6.889100000000000000e+04,4.315290000000000000e+05,2.749340000000000000e+05,1.055750000000000000e+05,4.228500000000000000e+04
1.929100000000000000e+04,9.179900000000000000e+04,2.650800000000000000e+04,1.126800000000000000e+04,1.100000000000000000e+02
2.305500000000000000e+04,3.518980000000000000e+05,1.491920000000000000e+05,8.778200000000000000e+04,1.626400000000000000e+04
3.489900000000000000e+04,3.968590000000000000e+05,1.394630000000000000e+05,1.295290000000000000e+05,4.056800000000000000e+04
3.380200000000000000e+04,3.757160000000000000e+05,1.265930000000000000e+05,9.044400000000000000e+04,1.927400000000000000e+04
1.378700000000000000e+04,1.998310000000000000e+05,9.776800000000000000e+04,5.882800000000000000e+04,1.837300000000000000e+04
1.585500000000000000e+04,8.447300000000000000e+04,1.587300000000000000e+04,6.655000000000000000e+03,1.309800000000000000e+04
1.709000000000000000e+04,3.573920000000000000e+05,1.125430000000000000e+05,5.372800000000000000e+04,8.963000000000000000e+03
3.900000000000000000e+01,6.719500000000000000e+04,3.177900000000000000e+04,2.840000000000000000e+02,6.000000000000000000e+00
2.200400000000000000e+04,2.568170000000000000e+05,1.146000000000000000e+05,6.240200000000000000e+04,8.050000000000000000e+03
1.278000000000000000e+03,6.554100000000000000e+04,1.932800000000000000e+04,2.084200000000000000e+04,7.020000000000000000e+02
0.000000000000000000e+00,5.866500000000000000e+04,6.600000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00
4.659000000000000000e+03,2.082330000000000000e+05,1.483800000000000000e+04,3.000000000000000000e+01,1.200000000000000000e+01
0.000000000000000000e+00,3.639600000000000000e+04,2.400000000000000000e+01,0.000000000000000000e+00,9.000000000000000000e+00
1.109600000000000000e+04,7.112300000000000000e+04,3.466300000000000000e+04,2.986200000000000000e+04,8.654000000000000000e+03
1.024800000000000000e+04,6.989900000000000000e+04,4.138600000000000000e+04,8.828700000000000000e+04,4.765000000000000000e+03
1.188300000000000000e+04,2.649700000000000000e+04,3.242900000000000000e+04,3.264000000000000000e+03,1.589900000000000000e+04
0.000000000000000000e+00,1.217900000000000000e+04,1.700000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.300300000000000000e+04,1.802100000000000000e+04,7.071000000000000000e+03,1.293900000000000000e+04,2.705900000000000000e+04
7.080000000000000000e+02,1.114800000000000000e+04,9.268000000000000000e+03,2.701800000000000000e+04,1.614600000000000000e+04
2.447400000000000000e+04,1.166200000000000000e+04,6.736000000000000000e+03,2.079700000000000000e+04,1.314400000000000000e+04
4.740000000000000000e+02,2.351200000000000000e+04,5.931000000000000000e+03,1.024000000000000000e+03,1.400000000000000000e+01
1.059000000000000000e+03,1.288200000000000000e+04,3.845000000000000000e+03,2.662000000000000000e+03,2.900000000000000000e+01
9.420000000000000000e+02,1.089000000000000000e+04,2.972000000000000000e+03,1.828000000000000000e+03,2.400000000000000000e+01
3.530000000000000000e+02,7.510000000000000000e+03,1.520000000000000000e+03,9.310000000000000000e+02,8.000000000000000000e+00
8.010000000000000000e+02,9.994000000000000000e+03,4.418000000000000000e+03,2.283000000000000000e+03,3.300000000000000000e+01
0.000000000000000000e+00,2.745900000000000000e+04,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.300000000000000000e+01,1.770000000000000000e+02,2.201100000000000000e+04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.386200000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.408500000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.454300000000000000e+04
